time/iterations,time/fps,train/reward,time/total_timesteps,time/time_elapsed,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,train/explained_variance,train/std,train/learning_rate,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss
20,2311,0.89655346,40960,17,16.21908409297466,0.000927734375,-1.5163571134209632,0.0010849837,0.5044255256652832,1.1073436737060547,0.00025,190,0.2,8.773619651794434,-0.0006203514843946323
21,2311,0.016504904,43008,18,4.1076326936483385,0.002099609375,-1.5268079198896884,0.0016475513,0.5711460113525391,1.12248957157135,0.00025,200,0.2,2.5342423915863037,-0.0009098870345042087
22,2311,-0.27479863,45056,19,13.194988131523132,0.0158203125,-1.5389486640691756,0.0022723442,0.6359924077987671,1.1317211389541626,0.00025,210,0.2,5.417089939117432,-0.0027475513896206396
23,2311,2.1342468,47104,20,7.689116075634956,0.01953125,-1.5469534903764726,0.0047878213,0.4715809226036072,1.139652967453003,0.00025,220,0.2,3.103025436401367,-0.002516786986961961
24,2310,0.08775001,49152,21,22.9814291536808,0.00576171875,-1.5509129501879215,0.0025004032,0.5364100337028503,1.1426810026168823,0.00025,230,0.2,5.99424409866333,-0.002379950857721269
25,2310,1.435889,51200,22,21.599653279781343,0.0009765625,-1.5532114133238792,0.0010036901,0.5909994840621948,1.1445581912994385,0.00025,240,0.2,6.426154613494873,-0.0013830438983859494
26,2310,3.2411652,53248,23,4.664662353694439,0.031201171875,-1.560277060419321,0.0040584095,0.7256190776824951,1.1590123176574707,0.00025,250,0.2,2.087838888168335,-0.003927574848057702
27,2310,0.9664269,55296,23,13.523694533109666,0.005908203125,-1.5693225026130677,0.0022212318,0.7079895734786987,1.1649383306503296,0.00025,260,0.2,5.4573798179626465,-0.001696504672872834
28,2310,1.789087,57344,24,14.330719572305679,0.0037109375,-1.5723922960460186,0.0018482159,0.6747232675552368,1.1670995950698853,0.00025,270,0.2,3.7757937908172607,-0.0008920606807805598
29,2310,1.4108067,59392,25,3.938422974944115,0.027001953125,-1.5743443205952645,0.0032674102,0.7226057052612305,1.1687002182006836,0.00025,280,0.2,1.3305249214172363,-0.0031241920543834565
30,2310,0.4858755,61440,26,16.45210801064968,0.0140625,-1.5777628503739833,0.0031264625,0.6871789693832397,1.176109790802002,0.00025,290,0.2,5.2186079025268555,-0.0020604167628334837
