time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/reward,train/clip_range,train/std,train/learning_rate,train/value_loss,train/explained_variance,train/loss,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl
28672,1540,18,14,0.020083921,0.2,1.0153762102127075,0.00025,0.008300913219864014,0.7542852759361267,-0.02032816782593727,130,-2.865019980818033,0.05234375,-0.004616801069641951,0.0053039943
30720,1537,19,15,0.004086385,0.2,1.0136703252792358,0.00025,0.06933223796368111,-0.006521940231323242,-0.006685633212327957,140,-2.8671785041689875,0.025,-0.002848619658470852,0.0045913104
32768,1536,21,16,-0.019551583,0.2,1.0125089883804321,0.00025,0.06093566448544152,0.3444892168045044,0.01972453109920025,150,-2.8642351530492305,0.0482421875,-0.003080134320771322,0.0060311733
34816,1535,22,17,0.04039424,0.2,1.007507085800171,0.00025,0.030273039935855194,0.3397126793861389,-0.022834831848740578,160,-2.859456508606672,0.0173828125,-0.002168152069498319,0.0027926913
36864,1533,24,18,-0.008557515,0.2,1.0058677196502686,0.00025,0.11173594563733787,0.3227505683898926,-0.010421670973300934,170,-2.849035146832466,0.034912109375,-0.0030870473929098807,0.004675035
38912,1533,25,19,-0.04835129,0.2,1.0019423961639404,0.00025,0.11868013481725939,0.290540874004364,-0.00407814234495163,180,-2.847298990190029,0.025146484375,-0.0008848817538819276,0.0059788595
40960,1531,26,20,0.096209064,0.2,1.0028432607650757,0.00025,0.054543222999200225,0.35021793842315674,0.001146610826253891,190,-2.840974796563387,0.042041015625,-0.0033207523607416078,0.0062393695
43008,1531,28,21,-0.081362985,0.2,1.0010255575180054,0.00025,0.15817717908648773,0.06471717357635498,0.006230052560567856,200,-2.8403304681181907,0.02802734375,-0.0007599800796015188,0.002328509
45056,1529,29,22,0.03298372,0.2,1.0114212036132812,0.00025,0.2160648151417263,0.21312832832336426,0.019398652017116547,210,-2.8520677007734774,0.04013671875,-0.004402467506588436,0.0052887425
47104,1528,30,23,-0.12367354,0.2,1.0075371265411377,0.00025,0.05473507078713737,0.10097503662109375,0.0003656148910522461,220,-2.8573207058012486,0.0294921875,-0.0020746053793118334,0.003806803
49152,1528,32,24,-0.0033095481,0.2,1.009493350982666,0.00025,0.15802913428342436,0.3444582223892212,0.15134507417678833,230,-2.8529447011649607,0.021044921875,-0.0008359209932677913,0.0038346392
51200,1527,33,25,0.29390568,0.2,1.0175284147262573,0.00025,0.20341588353039697,0.4960175156593323,0.010729704052209854,240,-2.8640565395355226,0.016162109375,-0.001081329819135135,0.0030434048
53248,1523,34,26,0.17363684,0.2,1.0269017219543457,0.00025,0.11410612823092378,0.10575252771377563,0.05217559635639191,250,-2.8760902754962445,0.021435546875,-0.0025718200937262735,0.0030287807
55296,1523,36,27,-0.03257617,0.2,1.0200600624084473,0.00025,0.032338357935077514,0.7131183743476868,-0.020128298550844193,260,-2.8804181471467016,0.02958984375,-0.002555223589297384,0.0044744345
57344,1523,37,28,-0.14888558,0.2,1.014082908630371,0.00025,0.21241091245319693,0.5428736209869385,0.08159850537776947,270,-2.8656080424785615,0.020654296875,-0.0005995516330585815,0.0018973274
59392,1523,38,29,-0.033899963,0.2,1.0214462280273438,0.00025,0.1721903144614771,0.34706199169158936,0.1302785724401474,280,-2.8701456494629385,0.037158203125,-0.0023077382051269525,0.006282567
61440,1521,40,30,0.0070305974,0.2,1.0114145278930664,0.00025,0.022374913326348177,0.6301083564758301,-0.03584747016429901,290,-2.865875766426325,0.0375,-0.002235242871392984,0.003928859
63488,1508,42,31,0.006231905,0.2,1.0200639963150024,0.00025,0.11187402606592514,0.5166069269180298,-0.014265676960349083,300,-2.8663703843951227,0.03837890625,-0.0024211818432377185,0.003648543
65536,1509,43,32,0.023424843,0.2,1.0298211574554443,0.00025,0.1821315168053843,0.5794675350189209,0.10312031209468842,310,-2.885496758669615,0.06162109375,-0.0023740122545859777,0.00739608
67584,1509,44,33,-0.08069255,0.2,1.0274580717086792,0.00025,0.013920211174990982,0.35629045963287354,-0.015993911772966385,320,-2.8928331300616263,0.0611328125,0.0017815759754739701,0.005726499
69632,1509,46,34,-0.0021331548,0.2,1.029963493347168,0.00025,0.08067728989990428,0.12037491798400879,0.004832837730646133,330,-2.890484642982483,0.064208984375,-0.00022919860057299957,0.0063641453
71680,1510,47,35,-0.016819831,0.2,1.0211009979248047,0.00025,0.07354402735363692,0.08186668157577515,0.061802856624126434,340,-2.8876171693205834,0.0494140625,0.0011637579678790643,0.0051141893
73728,1510,48,36,-0.010057142,0.2,1.0148811340332031,0.00025,0.00983638183097355,0.2937666177749634,-0.020904187113046646,350,-2.8686300940811633,0.05322265625,-0.00021431238419609145,0.0074523357
75776,1506,50,37,-0.012043655,0.2,1.0144492387771606,0.00025,0.07042842233786359,0.21352481842041016,0.012926805764436722,360,-2.864669768512249,0.03017578125,-0.001508308746269904,0.0036885706
77824,1486,52,38,-0.05912666,0.2,1.0158743858337402,0.00025,0.07587156239897012,0.1547539234161377,-0.005205454304814339,370,-2.864990259706974,0.0509765625,-0.00044465041864896195,0.004507041
79872,1480,53,39,-0.14763719,0.2,1.0159008502960205,0.00025,0.014303850861324463,0.40226036310195923,-0.03327628970146179,380,-2.8698024176061154,0.03505859375,-0.003114188788458705,0.0051855342
81920,1478,55,40,-0.015208519,0.2,1.0243901014328003,0.00025,0.14492126400582492,0.6845985054969788,-0.010051332414150238,390,-2.8743662238121033,0.0544921875,-0.0017021167193888686,0.00718634
