time/total_timesteps,time/time_elapsed,time/iterations,train/reward,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/std
34816,30,17,1.1845429,1133,0.08525390625,-0.004084934666752815,160,38.181134563684466,17.543720245361328,0.2,0.008886237,-4.30446260124445,-0.013255119323730469,0.00025,1.0111571550369263
36864,32,18,-0.76325905,1136,0.05556640625,-0.001214362909377087,170,114.00117986798287,16.64107322692871,0.2,0.0058345203,-4.286607187986374,0.24544650316238403,0.00025,1.0093978643417358
38912,34,19,-1.5910962,1136,0.07333984375,-0.003762101112806704,180,129.9548652768135,58.833274841308594,0.2,0.0071465704,-4.291588282585144,0.22471600770950317,0.00025,1.014397144317627
40960,36,20,1.618008,1135,0.08408203125,-0.0005395237501943484,190,43.559919929504396,22.87405014038086,0.2,0.007911964,-4.3110064417123795,0.0008608102798461914,0.00025,1.0219248533248901
43008,37,21,-3.3501618,1135,0.081884765625,-0.0015563529916107655,200,110.66269741654396,72.23975372314453,0.2,0.008925703,-4.329054394364357,0.21319466829299927,0.00025,1.0266916751861572
45056,39,22,1.0878252,1135,0.072412109375,-0.0016116359838633798,210,138.1332704424858,41.535099029541016,0.2,0.0074638883,-4.332631577551365,0.24170005321502686,0.00025,1.024823546409607
47104,41,23,-1.1334072,1134,0.088427734375,-0.0013359442265937105,220,47.96851646900177,15.306899070739746,0.2,0.013230991,-4.341303946077824,-0.0021753311157226562,0.00025,1.0351778268814087
49152,43,24,-0.47382674,1134,0.07392578125,-0.0034379549309960567,230,118.98662617206574,59.59406661987305,0.2,0.008741545,-4.36039330214262,0.22180581092834473,0.00025,1.0359492301940918
51200,45,25,9.997661,1121,0.087353515625,-0.0028920998898684046,240,140.20031604766845,54.07987976074219,0.2,0.007358361,-4.366202998161316,0.19383668899536133,0.00025,1.0394529104232788
53248,47,26,3.9460626,1121,0.0724609375,-0.0025028913616552016,250,114.10456229448319,129.23468017578125,0.2,0.005722055,-4.374376697838306,9.685754776000977e-05,0.00025,1.042592167854309
55296,49,27,-1.3498188,1120,0.057470703125,-0.0016893428852199576,260,63.67398780584335,19.35496711730957,0.2,0.0062497333,-4.3996311441063884,0.3748236298561096,0.00025,1.0566943883895874
57344,51,28,-5.8628516,1120,0.06982421875,-0.0015651160560082645,270,147.326995408535,55.12136459350586,0.2,0.0057267896,-4.422654727101326,0.1568533182144165,0.00025,1.0587536096572876
59392,53,29,-4.7618203,1120,0.06103515625,-0.0014786643048864789,280,183.6767455816269,105.24539184570312,0.2,0.004781424,-4.435215802490712,-0.005186915397644043,0.00025,1.0682815313339233
61440,54,30,0.9489892,1117,0.0693359375,-0.0032659963420883288,290,47.203020957112315,10.095367431640625,0.2,0.005972464,-4.459470826387405,0.2564547061920166,0.00025,1.0744624137878418
63488,56,31,0.44722816,1120,0.024853515625,0.0004964293504599482,300,226.50624644756317,170.1015625,0.2,0.0040772706,-4.465508659183979,0.0683712363243103,0.00025,1.0701117515563965
65536,58,32,2.5710819,1120,0.0611328125,-0.002704333669680636,310,209.9236760377884,190.78887939453125,0.2,0.006226955,-4.458470985293388,0.05740964412689209,0.00025,1.0698461532592773
67584,60,33,-2.2143612,1114,0.056884765625,-0.0007236268225824461,320,24.03128563463688,8.221355438232422,0.2,0.0056837387,-4.466344757378101,0.3069208860397339,0.00025,1.0741921663284302
69632,64,34,-0.37466478,1084,0.06279296875,-0.002256861250498332,330,178.8510197520256,41.94976806640625,0.2,0.0064073987,-4.474771177768707,0.08366626501083374,0.00025,1.0784660577774048
71680,67,35,-2.8786325,1059,0.086474609375,-0.0019681680030771533,340,214.50548059940337,155.8076934814453,0.2,0.009266952,-4.4771783843636515,0.12427413463592529,0.00025,1.0750423669815063
73728,69,36,0.16154863,1061,0.06748046875,0.0004047135036671534,350,24.082867074012757,13.294285774230957,0.2,0.006542439,-4.474842385947705,0.015853047370910645,0.00025,1.077593445777893
75776,71,37,-0.73398495,1062,0.064208984375,-0.007042172988440143,360,178.27163362503052,86.92448425292969,0.2,0.0057636485,-4.481379175186158,0.11643248796463013,0.00025,1.079095482826233
77824,73,38,-1.1375912,1060,0.0416015625,-0.0032832648008479736,370,190.94866313934327,48.93669891357422,0.2,0.0061393846,-4.484722393751144,0.14988845586776733,0.00025,1.079777717590332
79872,75,39,-6.462407,1057,0.0771484375,-0.005132666337885894,380,27.22978033721447,9.138293266296387,0.2,0.008992153,-4.498326103389263,0.062332868576049805,0.00025,1.0895466804504395
81920,78,40,-0.95809275,1036,0.01513671875,-0.0022957840148592366,390,201.68316566944122,99.57553100585938,0.2,0.0033593052,-4.518202674388886,0.12150460481643677,0.00025,1.0926662683486938
